ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Is_parent,Children,Day,Month,Quarter,Year,Monetary,Frequency,Tenure,T,Actual_Avg_Monetary,Actual_Purchases,Actual_cltv,CLTV_label,Cluster,Customer_Segment,Predicted_Avg_Monetary,Predicted_Purchases,Predicted_cltv,p_alive,p_not_alive
9360,1982,Graduation,Partner,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,33,0,0,8,8,3,2012,316,11,29,690,28.727272727272727,24.14634146341464,0.0,Non-profitable,0,Moderate-Value,29.15596319801056,1.9854244878226506e-18,0.0,0.0,1.0
5376,1979,Graduation,Partner,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,36,1,1,6,1,1,2013,1730,28,24,539,61.785714285714285,60.0,0.0,Non-profitable,1,VIP,62.00622130683966,6.865921231972186e-34,0.0,0.0,1.0
1993,1949,PhD,Partner,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,66,1,1,23,12,4,2012,972,14,24,553,69.42857142857143,20.0,0.0,Non-profitable,1,VIP,69.8946037691582,8.734741478005629e-17,0.0,0.0,1.0
4047,1954,PhD,Partner,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,61,1,1,11,1,1,2014,544,17,11,169,32.0,0.0,0.0,Non-profitable,0,Moderate-Value,32.285562007308066,3.2190130324810884e-40,0.0,0.0,1.0
1409,1951,Graduation,Partner,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,64,1,1,18,3,1,2013,444,13,21,468,34.15384615384615,16.956521739130434,0.0,Non-profitable,0,Moderate-Value,34.534956203620645,1.0071854434095911e-13,0.0,0.0,1.0
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,46,0,0,2,1,1,2013,75,6,24,543,12.5,6.067415730337078,0.0,Profitable,2,Low-Value,13.16761469870853,9.321604953600128e-09,0.01,0.0,1.0
2404,1976,Graduation,Partner,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,39,1,2,27,5,2,2013,257,10,19,398,25.7,225.0,0.0,Non-profitable,0,Moderate-Value,26.15824921186926,6.29609645151306e-22,0.0,0.0,1.0
9422,1989,Graduation,Partner,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,26,1,1,31,5,2,2013,131,7,19,394,18.714285714285715,24.23076923076923,0.0,Non-profitable,2,Low-Value,19.325587363229342,3.2187218362769135e-11,0.0,0.0,1.0
1966,1965,PhD,Partner,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,50,0,0,22,11,4,2013,1672,25,13,219,66.88,23.4375,0.0,Profitable,1,VIP,67.13607880259922,7.303661544271191e-09,0.03,0.0,1.0
6864,1989,PostGraduation,Single,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,26,0,0,22,5,2,2014,30,6,7,38,5.0,15.882352941176473,1.91,Profitable,2,Low-Value,5.6116990076253,6.812615875157214,0.54,0.9012,0.0988
3033,1963,PostGraduation,Partner,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,52,0,0,11,5,2,2013,318,10,20,414,31.8,16.071428571428573,0.0,Non-profitable,0,Moderate-Value,32.28545493701532,1.981327843300417e-11,0.0,0.0,1.0
5710,1970,Graduation,Partner,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,45,1,1,10,10,4,2012,120,7,27,627,17.142857142857142,20.32258064516129,0.0,Non-profitable,2,Low-Value,17.744127474099923,5.1002746836253164e-14,0.0,0.0,1.0
7373,1952,PhD,Single,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,63,1,2,29,10,4,2012,302,11,26,608,27.454545454545453,123.75,0.0,Non-profitable,0,Moderate-Value,27.878077738227283,1.1298809825013226e-24,0.0,0.0,1.0
8755,1946,PostGraduation,Partner,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,69,0,0,20,2,1,2013,1196,17,22,494,70.3529411764706,382.5,0.0,Non-profitable,1,VIP,70.73893779310619,2.1788156962000885e-37,0.0,0.0,1.0
10738,1951,PostGraduation,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,64,1,2,29,8,3,2013,65,5,16,304,13.0,8.181818181818182,0.0,Profitable,2,Low-Value,13.80681392195081,4.966689578170952e-06,0.08,0.0,1.0
4339,1970,PhD,Partner,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,45,1,1,31,12,4,2013,913,23,12,180,39.69565217391305,55.94594594594594,0.0,Non-profitable,0,Moderate-Value,39.92146085410765,1.459228716242796e-15,0.0,0.0,1.0
10755,1976,PostGraduation,Partner,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,39,1,1,2,9,3,2013,81,6,16,300,13.5,7.105263157894736,0.0,Profitable,2,Low-Value,14.175070124186291,1.3653865207488797e-05,0.1,0.0,1.0
8595,1973,Graduation,Single,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,42,1,1,11,2,1,2014,67,5,10,138,13.4,4.545454545454545,0.32,Profitable,2,Low-Value,14.210397870151883,0.4526096345772261,0.69,0.2492,0.7508
2968,1943,PhD,Single,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,72,0,0,1,2,1,2013,902,22,23,513,41.0,37.35849056603774,0.0,Non-profitable,0,Moderate-Value,41.23873129341239,1.4614545986242371e-24,0.0,0.0,1.0
8601,1980,Graduation,Partner,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,35,1,1,29,4,2,2013,1395,19,20,426,73.42105263157895,570.0,0.0,Non-profitable,1,VIP,73.7735095834095,1.7522792440221424e-41,0.0,0.0,1.0
503,1985,PostGraduation,Partner,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,30,1,1,12,3,1,2013,53,5,22,474,10.6,5.113636363636363,0.0,Profitable,2,Low-Value,11.385310232744374,2.8338118130768137e-07,0.02,0.0,1.0
8430,1957,Graduation,Partner,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,58,1,1,24,12,4,2012,22,3,24,552,7.333333333333333,67.5,0.0,Profitable,2,Low-Value,8.600974135681305,3.6099488238688826e-11,0.01,0.0,1.0
2139,1975,PostGraduation,Partner,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,40,1,1,2,10,4,2013,31,5,15,270,6.2,23.684210526315788,0.0,Profitable,2,Low-Value,6.945886802532576,7.453291606056718e-08,0.03,0.0,1.0
9909,1996,PostGraduation,Partner,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,19,0,0,9,11,4,2012,122,7,26,597,17.428571428571427,26.25,0.0,Non-profitable,2,Low-Value,18.03166563575981,2.0694633220987474e-14,0.0,0.0,1.0
7286,1968,Graduation,Partner,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,47,1,1,24,5,2,2013,55,4,19,401,13.75,3.9130434782608696,0.0,Profitable,2,Low-Value,14.769200256613656,1.1173662036740615e-05,0.08,0.0,1.0
6566,1954,PhD,Partner,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,61,1,2,8,11,4,2012,1319,19,26,598,69.42105263157895,43.84615384615385,0.0,Non-profitable,1,VIP,69.76413999886451,3.033569748524855e-26,0.0,0.0,1.0
8614,1957,Graduation,Single,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,58,1,1,12,5,2,2014,507,16,7,48,31.6875,49.6551724137931,0.14,Profitable,0,Moderate-Value,31.990089668944204,0.0886998341726895,7.37,0.0058,0.9942
4114,1964,PostGraduation,Partner,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,51,0,0,11,8,3,2012,1693,28,29,687,60.46428571428572,1260.0,0.0,Non-profitable,1,VIP,60.68269392725896,2.047045538125648e-71,0.0,0.0,1.0
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,38,1,1,2,1,1,2013,72,5,24,543,14.4,8.333333333333332,0.0,Profitable,2,Low-Value,15.219357740654564,2.055461777813437e-09,0.01,0.0,1.0
9381,1978,Graduation,Partner,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,37,1,2,12,6,2,2013,606,16,18,382,37.875,25.26315789473684,0.0,Non-profitable,0,Moderate-Value,38.19480835298826,2.922639963823197e-15,0.0,0.0,1.0
6260,1955,PostGraduation,Partner,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,60,0,0,19,11,4,2012,1957,26,25,587,75.26923076923077,42.54545454545455,0.0,Non-profitable,1,VIP,75.52979476220746,4.8775005093576304e-30,0.0,0.0,1.0
10383,1966,Graduation,Single,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,49,0,0,2,4,2,2013,1093,20,21,453,54.65,60.0,0.0,Non-profitable,1,VIP,54.94302900563883,4.810227185021194e-26,0.0,0.0,1.0
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,27,1,1,28,4,2,2014,29,5,8,62,5.8,14.516129032258064,0.14,Profitable,2,Low-Value,6.542302854331504,0.4269767741288697,0.44,0.1075,0.8925
8375,1968,PhD,Partner,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,47,1,1,3,3,1,2014,518,16,10,118,32.375,22.85714285714285,0.0,Profitable,0,Moderate-Value,32.67950285606021,0.0011515301002273,3.24,0.0002,0.9998
6853,1982,PostGraduation,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,33,0,0,4,7,3,2013,1438,20,18,360,71.9,150.0,0.0,Non-profitable,1,VIP,72.23141052708526,6.845425971104635e-31,0.0,0.0,1.0
3076,1975,Graduation,Partner,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,40,1,2,7,9,3,2012,612,18,28,660,34.0,90.0,0.0,Non-profitable,0,Moderate-Value,34.27460392277207,2.7498105318200577e-32,0.0,0.0,1.0
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,63,1,1,18,2,1,2013,884,20,22,496,44.2,69.23076923076924,0.0,Non-profitable,0,Moderate-Value,44.46977759119738,2.0626321685717675e-28,0.0,0.0,1.0
6518,1951,PhD,Single,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,64,1,1,11,6,2,2013,606,18,18,383,33.666666666666664,202.5,0.0,Non-profitable,0,Moderate-Value,33.94044630575382,1.0985084043879966e-31,0.0,0.0,1.0
4137,1948,Graduation,Partner,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,67,0,0,6,12,4,2013,1076,15,13,205,71.73333333333333,46.55172413793104,0.0,Profitable,1,VIP,72.17504719493661,3.5547452347973017e-13,0.01,0.0,1.0
8082,1971,Graduation,Partner,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,44,1,1,21,5,2,2013,34,4,19,404,8.5,4.800000000000001,0.0,Profitable,2,Low-Value,9.460269102562592,3.4217864084513257e-06,0.04,0.0,1.0
1386,1967,Graduation,Partner,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48,1,2,11,5,2,2014,11,3,7,49,3.6666666666666665,0.0,0.0,Profitable,2,Low-Value,4.879223675728493,6.534300678481104e-05,0.2,0.0,1.0
9369,1979,PostGraduation,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,36,1,1,19,3,1,2014,1274,31,9,102,41.096774193548384,146.8421052631579,0.0,Non-profitable,0,Moderate-Value,41.26623579667231,6.164571198874376e-21,0.0,0.0,1.0
4477,1958,Graduation,Partner,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,57,1,1,27,9,3,2013,653,17,15,275,38.41176470588236,382.5,0.0,Non-profitable,0,Moderate-Value,38.71411716168229,4.097131318200439e-31,0.0,0.0,1.0
1357,1970,Graduation,Partner,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,45,1,3,8,4,2,2013,1562,12,21,447,130.16666666666666,12.0,0.0,Non-profitable,3,High-Value,130.9362328267178,4.8309074888135126e-11,0.0,0.0,1.0
1402,1954,PostGraduation,Partner,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,61,0,0,11,9,3,2012,1253,18,28,656,69.61111111111111,1620.0,0.0,Non-profitable,1,VIP,69.97377600755513,1.120997000432203e-50,0.0,0.0,1.0
6312,1959,Graduation,Partner,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,56,1,1,17,3,1,2013,863,26,21,469,33.19230769230769,80.6896551724138,0.0,Non-profitable,0,Moderate-Value,33.380891862900995,9.663721577587592e-34,0.0,0.0,1.0
8132,1975,PhD,Partner,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,40,1,2,5,4,2,2013,661,19,21,450,34.78947368421053,19.431818181818183,0.0,Non-profitable,0,Moderate-Value,35.05144017477754,8.468070059426286e-16,0.0,0.0,1.0
1050,1952,Graduation,Partner,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,63,0,0,30,4,2,2014,65,7,8,60,9.285714285714286,10.862068965517242,2.63,Profitable,2,Low-Value,9.836828028452834,5.350290777183311,0.99,0.9599,0.0401
5846,1977,Graduation,Single,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,38,1,1,19,12,4,2012,13,3,24,557,4.333333333333333,3.9705882352941178,0.0,Profitable,2,Low-Value,5.555905577538095,1.5519131968540836e-07,0.01,0.0,1.0
1859,1972,PostGraduation,Partner,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,43,0,0,27,8,3,2012,1890,18,28,671,105.0,47.64705882352941,0.0,Non-profitable,3,High-Value,105.45017634765937,1.197207365922404e-27,0.0,0.0,1.0
7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,39,0,0,12,10,4,2012,2209,22,27,625,100.4090909090909,49.50000000000001,0.0,Non-profitable,3,High-Value,100.76796713859264,4.7727509441850366e-30,0.0,0.0,1.0
10401,1976,PostGraduation,Partner,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,39,0,0,4,9,3,2013,18,3,16,298,6.0,22.5,0.0,Profitable,2,Low-Value,7.247610332062101,5.941732625453485e-07,0.04,0.0,1.0
1618,1965,Graduation,Partner,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,50,0,0,2,1,1,2013,692,19,24,543,36.42105263157895,190.0,0.0,Non-profitable,0,Moderate-Value,36.686840926368255,1.2526145468887805e-36,0.0,0.0,1.0
3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,30,1,1,29,8,3,2012,165,8,28,669,20.625,8.275862068965518,0.0,Non-profitable,2,Low-Value,21.170126485564253,6.495918593720414e-12,0.0,0.0,1.0
2261,1969,Graduation,Partner,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,46,1,1,23,6,2,2013,16,3,18,371,5.333333333333333,54.0,0.0,Profitable,2,Low-Value,6.570928430252498,6.869797795046261e-09,0.02,0.0,1.0
5346,1973,PostGraduation,Partner,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,42,1,1,3,7,3,2013,79,6,18,361,13.166666666666666,6.206896551724138,0.0,Profitable,2,Low-Value,13.839251649027036,3.246933182810695e-06,0.05,0.0,1.0
4119,1963,PostGraduation,Partner,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,52,0,0,11,5,2,2013,318,10,20,414,31.8,16.071428571428573,0.0,Non-profitable,0,Moderate-Value,32.28545493701532,1.981327843300417e-11,0.0,0.0,1.0
535,1987,Graduation,Single,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,28,0,0,25,2,1,2014,778,26,10,124,29.923076923076923,130.0,0.0,Non-profitable,0,Moderate-Value,30.106068511492357,1.400041153308639e-20,0.0,0.0,1.0
5268,1960,Graduation,Partner,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,55,1,2,11,8,3,2013,56,5,16,322,11.2,4.7368421052631575,0.0,Profitable,2,Low-Value,11.990686155045983,7.02769140922343e-05,0.11,0.0001,0.9999
273,1970,PostGraduation,Partner,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,45,1,2,16,7,3,2013,151,8,17,348,18.875,15.0,0.0,Profitable,2,Low-Value,19.410359443987343,2.917603122091393e-09,0.01,0.0,1.0
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,58,1,1,28,5,2,2014,372,13,7,32,28.615384615384617,390.0,0.0,Profitable,0,Moderate-Value,28.97751320979087,2.903919634762942e-10,5.42,0.0,1.0
771,1967,Graduation,Partner,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,48,1,1,21,1,1,2014,194,9,11,159,21.55555555555556,10.253164556962023,0.01,Profitable,2,Low-Value,22.04442578923222,0.0060801726046851,1.24,0.0022,0.9978
11178,1972,PostGraduation,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,43,1,1,23,3,1,2014,32,4,9,98,8.0,5.217391304347826,0.34,Profitable,2,Low-Value,8.954656611700585,0.7694182317705998,0.42,0.3698,0.6302
7516,1983,Graduation,Partner,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,32,1,1,22,5,2,2014,45,5,7,38,9.0,15.0,2.38,Profitable,2,Low-Value,9.770974439940083,4.870705275822001,0.78,0.7601,0.2399
